t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789943180.825,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4830,-1.9723,-0.0001,0.0003
1789943180.932,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4831,-1.9723,-0.0001,0.0004
1789943181.046,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,1.4829,-1.9724,0.0002,0.0004
1789943181.154,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,1.4829,-1.9725,0.0002,0.0003
1789943181.267,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,1.4829,-1.9724,0.0001,0.0004
1789943181.386,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0002,1.4831,-1.9726,-0.0002,0.0005
1789943181.488,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0001,1.4830,-1.9726,-0.0002,0.0002
1789943181.606,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0002,1.4831,-1.9724,-0.0003,0.0001
1789943181.726,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0003,1.4832,-1.9721,-0.0002,0.0001
1789943181.846,0,move,0.2624,-0.5400,0.7200,0.0005,0.0006,0.0013,1.4813,-1.9698,-0.0001,-0.0001
1789943181.949,0,move,0.2008,-0.5400,0.7200,0.0003,0.0010,0.0167,1.4660,-1.9497,-0.0000,-0.0001
1789943182.069,0,move,0.1153,-0.5400,0.7200,0.0007,0.0006,0.0381,1.4283,-1.8992,-0.0001,-0.0001
1789943182.171,0,move,0.0727,-0.5400,0.7200,-0.0007,-0.0001,0.0487,1.3805,-1.8360,0.0001,0.0000
1789943182.287,0,move,0.0410,-0.5400,0.7200,-0.0005,-0.0012,0.0567,1.3161,-1.7499,0.0001,0.0001
1789943182.407,0,move,0.0240,-0.5400,0.7200,0.0001,-0.0005,0.0609,1.2515,-1.6648,-0.0000,0.0001
1789943182.526,0,move,0.0138,-0.5400,0.7200,-0.0011,0.0002,0.0635,1.1869,-1.5790,0.0001,-0.0000
1789943182.646,0,move,0.0081,-0.5400,0.7200,-0.0010,0.0000,0.0649,1.1198,-1.4952,0.0001,-0.0000
1789943182.754,0,move,0.0053,-0.5400,0.6823,-0.0007,-0.0006,0.0656,1.0635,-1.4243,0.0001,0.0001
1789943182.868,0,move,0.0030,-0.5400,0.5555,-0.0001,-0.0003,0.0662,1.0008,-1.3443,0.0000,0.0000
1789943182.969,0,move,0.0018,-0.5400,0.4161,-0.0007,0.0001,0.0665,0.9468,-1.2908,0.0001,-0.0000
1789943183.086,0,move,0.0013,-0.5400,0.2335,0.0007,-0.0000,0.0666,0.8836,-1.2452,-0.0001,0.0000
1789943183.187,0,move,0.0001,-0.4954,0.1483,-0.0009,0.0007,0.0669,0.8302,-1.2239,0.0001,-0.0001
1789943183.288,0,move,-0.0005,-0.4168,0.0931,0.0001,-0.0002,0.0670,0.7814,-1.2101,-0.0000,0.0000
1789943183.407,0,move,-0.0008,-0.2881,0.0537,0.0013,-0.0002,0.0671,0.7352,-1.2002,-0.0002,0.0000
1789943183.507,0,move,-0.0005,-0.1751,0.0328,0.0003,0.0005,0.0670,0.7070,-1.1950,-0.0000,-0.0001
1789943183.625,0,move,-0.0001,-0.0995,0.0187,0.0004,0.0002,0.0670,0.6881,-1.1915,-0.0000,-0.0000
1789943183.725,0,move,-0.0001,-0.0623,0.0116,-0.0003,0.0001,0.0670,0.6788,-1.1897,0.0000,-0.0000
1789943183.826,0,move,-0.0002,-0.0396,0.0072,0.0004,0.0009,0.0670,0.6731,-1.1886,-0.0000,-0.0001
1789943183.946,0,move,0.0004,-0.0228,0.0048,0.0005,0.0007,0.0668,0.6689,-1.1880,-0.0001,-0.0001
1789943184.046,0,move,0.0005,-0.0141,0.0039,-0.0002,0.0005,0.0668,0.6668,-1.1878,0.0000,-0.0001
1789943184.147,0,move,0.0006,-0.0090,0.0026,-0.0001,0.0001,0.0668,0.6655,-1.1875,0.0000,-0.0000
1789943184.248,0,move,0.0007,-0.0053,0.0018,-0.0003,0.0002,0.0668,0.6645,-1.1873,0.0000,-0.0000
1789943184.369,0,move,0.0007,-0.0029,0.0008,-0.0006,0.0008,0.0668,0.6640,-1.1870,0.0001,-0.0001
1789943184.486,0,move,0.0007,-0.0017,0.0005,-0.0003,-0.0001,0.0667,0.6637,-1.1869,0.0000,0.0000
1789943184.606,0,verify,0.0000,0.0000,0.0000,0.0000,0.0000,0.0668,0.6634,-1.1870,-0.0001,-0.0001
1789943184.707,0,verify,0.0000,0.0000,0.0000,0.0000,0.0000,0.0667,0.6634,-1.1869,-0.0001,-0.0001
1789943184.826,0,aim,0.0000,0.0000,0.0000,-0.0050,0.8123,0.0668,0.6633,-1.1868,-0.0005,0.0036
1789943184.927,0,aim,0.0000,0.0000,0.0000,0.0029,0.7559,0.0667,0.6633,-1.1866,-0.0008,0.0332
1789943185.046,0,aim,0.0000,0.0000,0.0000,-0.0001,0.5924,0.0666,0.6633,-1.1865,-0.0003,0.1078
1789943185.148,0,aim,0.0000,0.0000,0.0000,-0.0036,0.4304,0.0667,0.6634,-1.1865,-0.0003,0.1639
1789943185.266,0,aim,0.0000,0.0000,0.0000,0.0007,0.1320,0.0667,0.6633,-1.1864,-0.0006,0.2102
1789943185.369,0,aim,0.0000,0.0000,0.0000,-0.0040,0.0288,0.0668,0.6634,-1.1864,-0.0007,0.2230
1789943185.486,0,aim,0.0000,0.0000,0.0000,-0.0032,0.0101,0.0668,0.6634,-1.1865,-0.0008,0.2255
1789943185.587,0,aim,0.0000,0.0000,0.0000,-0.0005,0.0050,0.0668,0.6634,-1.1866,-0.0012,0.2263
1789943185.706,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0669,0.6634,-1.1866,-0.0012,0.2267
1789943185.827,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0669,0.6634,-1.1866,-0.0013,0.2267
1789943185.928,0,aim,0.0000,0.0000,0.0000,0.6868,0.0588,0.0670,0.6632,-1.1867,0.0022,0.2293
1789943186.028,0,aim,0.0000,0.0000,0.0000,0.6191,0.0200,0.0670,0.6631,-1.1866,0.0324,0.2345
1789943186.129,0,aim,0.0000,0.0000,0.0000,0.4675,0.0059,0.0669,0.6631,-1.1866,0.0886,0.2360
1789943186.246,0,aim,0.0000,0.0000,0.0000,0.1737,-0.0001,0.0671,0.6632,-1.1865,0.1406,0.2363
1789943186.347,0,aim,0.0000,0.0000,0.0000,0.0272,0.0025,0.0671,0.6631,-1.1865,0.1589,0.2364
1789943186.466,0,aim,0.0000,0.0000,0.0000,0.0063,-0.0005,0.0671,0.6631,-1.1865,0.1616,0.2366
1789943186.586,0,aim,0.0000,0.0000,0.0000,-0.0002,0.0007,0.0671,0.6631,-1.1865,0.1621,0.2364
1789943186.686,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0673,0.6631,-1.1866,0.1621,0.2364
1789943186.810,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0673,0.6630,-1.1865,0.1622,0.2365
1789943186.925,0,aim,0.0000,0.0000,0.0000,0.3923,-0.4503,0.0672,0.6629,-1.1865,0.1659,0.2329
1789943187.027,0,aim,0.0000,0.0000,0.0000,0.1924,-0.3136,0.0672,0.6630,-1.1866,0.1943,0.2030
1789943187.128,0,aim,0.0000,0.0000,0.0000,0.0547,-0.0900,0.0671,0.6629,-1.1864,0.2121,0.1749
1789943187.248,0,aim,0.0000,0.0000,0.0000,0.0104,-0.0222,0.0670,0.6630,-1.1864,0.2178,0.1660
1789943187.368,0,aim,0.0000,0.0000,0.0000,0.0033,-0.0058,0.0670,0.6631,-1.1866,0.2186,0.1640
1789943187.487,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0670,0.6631,-1.1866,0.2190,0.1637
1789943187.608,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0672,0.6631,-1.1865,0.2190,0.1637
1789943187.727,0,aim,0.0000,0.0000,0.0000,-0.8038,0.4304,0.0670,0.6632,-1.1867,0.2179,0.1650
1789943187.830,0,aim,0.0000,0.0000,0.0000,-0.7594,0.3147,0.0671,0.6633,-1.1866,0.1935,0.1881
1789943187.946,0,aim,0.0000,0.0000,0.0000,-0.6164,0.0690,0.0672,0.6634,-1.1866,0.1265,0.2186
1789943188.066,0,aim,0.0000,0.0000,0.0000,-0.4236,0.0150,0.0672,0.6634,-1.1866,0.0579,0.2251
1789943188.186,0,aim,0.0000,0.0000,0.0000,-0.1416,0.0047,0.0673,0.6633,-1.1865,0.0143,0.2266
1789943188.286,0,aim,0.0000,0.0000,0.0000,-0.0429,-0.0001,0.0673,0.6633,-1.1865,0.0019,0.2271
1789943188.387,0,aim,0.0000,0.0000,0.0000,-0.0164,-0.0021,0.0674,0.6634,-1.1864,-0.0020,0.2268
1789943188.488,0,aim,0.0000,0.0000,0.0000,-0.0084,-0.0033,0.0676,0.6634,-1.1864,-0.0036,0.2268
1789943188.588,0,aim,0.0000,0.0000,0.0000,-0.0028,-0.0000,0.0676,0.6634,-1.1864,-0.0043,0.2264
1789943188.706,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0676,0.6633,-1.1864,-0.0047,0.2265
1789943188.826,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0676,0.6634,-1.1863,-0.0048,0.2266
1789943188.926,0,aim,0.0000,0.0000,0.0000,-0.6044,-0.6881,0.0673,0.6634,-1.1865,-0.0047,0.2265
1789943189.047,0,aim,0.0000,0.0000,0.0000,-0.5397,-0.6341,0.0673,0.6636,-1.1865,-0.0296,0.2015
1789943189.157,0,aim,0.0000,0.0000,0.0000,-0.3918,-0.5008,0.0674,0.6635,-1.1864,-0.0768,0.1500
1789943189.266,0,aim,0.0000,0.0000,0.0000,-0.1062,-0.2333,0.0674,0.6636,-1.1863,-0.1159,0.0933
1789943189.369,0,aim,0.0000,0.0000,0.0000,-0.0315,-0.0799,0.0674,0.6637,-1.1861,-0.1249,0.0731
1789943189.489,0,aim,0.0000,0.0000,0.0000,-0.0102,-0.0182,0.0674,0.6636,-1.1861,-0.1280,0.0659
1789943189.605,0,aim,0.0000,0.0000,0.0000,-0.0029,-0.0043,0.0674,0.6635,-1.1860,-0.1289,0.0642
1789943189.706,0,aim,0.0000,0.0000,0.0000,-0.0050,0.0029,0.0676,0.6634,-1.1861,-0.1293,0.0639
1789943189.806,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0674,0.6634,-1.1860,-0.1295,0.0640
1789943189.907,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0672,0.6633,-1.1860,-0.1297,0.0640
1789943190.026,0,aim,0.0000,0.0000,0.0000,0.5529,0.4716,0.0673,0.6635,-1.1861,-0.1224,0.0709
1789943190.146,0,aim,0.0000,0.0000,0.0000,0.4157,0.2623,0.0672,0.6635,-1.1860,-0.0768,0.1134
1789943190.246,0,aim,0.0000,0.0000,0.0000,0.1709,0.0867,0.0672,0.6634,-1.1859,-0.0394,0.1357
1789943190.346,0,aim,0.0000,0.0000,0.0000,0.0370,0.0318,0.0673,0.6633,-1.1860,-0.0228,0.1431
1789943190.467,0,aim,0.0000,0.0000,0.0000,0.0010,0.0089,0.0674,0.6634,-1.1863,-0.0190,0.1464
1789943190.586,0,aim,0.0000,0.0000,0.0000,0.0005,0.0021,0.0674,0.6635,-1.1863,-0.0189,0.1470
1789943190.688,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0673,0.6634,-1.1864,-0.0188,0.1473
1789943190.806,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,0.0673,0.6635,-1.1863,-0.0188,0.1474
