t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789860236.598,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,1.4984,-1.9546,0.0109,-0.0001
1789860236.825,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,1.4985,-1.9547,0.0110,-0.0001
1789860236.938,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,1.4987,-1.9547,0.0109,-0.0000
1789860237.058,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,1.4987,-1.9548,0.0107,0.0001
1789860237.177,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0107,1.4988,-1.9546,0.0105,0.0000
1789860237.300,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0105,1.4987,-1.9546,0.0106,0.0001
1789860237.402,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0105,1.4988,-1.9546,0.0106,0.0001
1789860237.511,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0105,1.4987,-1.9546,0.0106,0.0002
1789860237.619,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0105,1.4988,-1.9546,0.0108,0.0002
1789860237.739,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0103,1.4987,-1.9546,0.0107,0.0002
1789860237.859,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0103,1.4988,-1.9545,0.0106,0.0002
1789860237.972,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0103,1.4989,-1.9544,0.0106,0.0001
1789860238.085,0,move,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0103,1.4988,-1.9543,0.0106,-0.0001
1789860238.197,0,move,0.3511,-0.5400,0.7200,-0.0511,0.0007,-0.0066,1.4953,-1.9495,0.0064,-0.0001
1789860238.318,0,move,0.2765,-0.5400,0.7200,-0.0192,-0.0003,0.0121,1.4776,-1.9249,0.0024,0.0000
1789860238.422,0,move,0.1646,-0.5400,0.7200,-0.0054,0.0006,0.0400,1.4358,-1.8698,0.0007,-0.0001
1789860238.537,0,move,0.0967,-0.5400,0.7200,-0.0022,0.0012,0.0570,1.3738,-1.7884,0.0003,-0.0001
1789860238.657,0,move,0.0582,-0.5400,0.7200,-0.0009,0.0003,0.0666,1.3103,-1.7018,0.0001,-0.0000
1789860238.777,0,move,0.0355,-0.5400,0.7200,-0.0005,0.0007,0.0723,1.2451,-1.6145,0.0001,-0.0001
1789860238.897,0,move,0.0209,-0.5400,0.6821,0.0000,0.0002,0.0760,1.1802,-1.5290,-0.0000,-0.0000
1789860239.017,0,move,0.0126,-0.5400,0.5620,-0.0002,-0.0001,0.0780,1.1170,-1.4527,0.0000,0.0000
1789860239.117,0,move,0.0095,-0.5400,0.4735,0.0004,0.0002,0.0788,1.0749,-1.4099,-0.0000,-0.0000
1789860239.217,0,move,0.0055,-0.4939,0.2765,-0.0005,-0.0001,0.0798,1.0124,-1.3607,0.0001,0.0000
1789860239.337,0,move,0.0029,-0.4029,0.1653,-0.0008,0.0007,0.0805,0.9569,-1.3329,0.0001,-0.0001
1789860239.456,0,move,0.0017,-0.2640,0.0984,-0.0007,-0.0001,0.0808,0.9125,-1.3161,0.0001,0.0000
1789860239.557,0,move,0.0014,-0.1704,0.0644,-0.0005,0.0001,0.0808,0.8891,-1.3077,0.0001,-0.0000
1789860239.657,0,move,0.0012,-0.1102,0.0422,-0.0004,0.0009,0.0809,0.8740,-1.3021,0.0001,-0.0001
1789860239.761,0,move,0.0008,-0.0785,0.0294,-0.0013,-0.0004,0.0810,0.8661,-1.2989,0.0002,0.0001
1789860239.877,0,move,0.0005,-0.0468,0.0170,0.0004,0.0002,0.0811,0.8582,-1.2958,-0.0001,-0.0000
