t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789942315.972,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4832,-1.9713,-0.0001,-0.0011
1789942316.074,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4833,-1.9713,0.0000,-0.0012
1789942316.194,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4831,-1.9713,-0.0000,-0.0014
1789942316.295,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4832,-1.9712,-0.0001,-0.0014
1789942316.453,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4832,-1.9712,-0.0002,-0.0014
1789942316.574,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4831,-1.9712,-0.0001,-0.0014
1789942316.700,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4831,-1.9712,-0.0002,-0.0014
1789942316.815,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4828,-1.9712,-0.0002,-0.0014
1789942316.932,0,move,0.4245,-0.5400,0.7200,0.0012,0.0078,0.0025,1.4810,-1.9686,-0.0002,-0.0010
1789942317.052,0,move,0.3884,-0.5400,0.7200,0.0006,0.0033,0.0225,1.4608,-1.9418,-0.0001,-0.0004
1789942317.153,0,move,0.2909,-0.5400,0.7200,0.0006,0.0009,0.0523,1.4281,-1.8981,-0.0001,-0.0001
1789942317.253,0,move,0.1897,-0.5400,0.7200,-0.0009,0.0004,0.0776,1.3807,-1.8322,0.0001,-0.0001
1789942317.372,0,move,0.1236,-0.5400,0.7200,-0.0001,-0.0003,0.0942,1.3271,-1.7602,0.0000,0.0000
1789942317.472,0,move,0.0741,-0.5400,0.7200,-0.0001,-0.0004,0.1065,1.2636,-1.6709,0.0000,0.0001
1789942317.573,0,move,0.0523,-0.5400,0.7200,0.0005,-0.0003,0.1120,1.2210,-1.6124,-0.0001,0.0000
1789942317.692,0,move,0.0290,-0.5400,0.7200,0.0006,0.0001,0.1178,1.1463,-1.5099,-0.0001,-0.0000
1789942317.793,0,move,0.0196,-0.5400,0.7200,-0.0003,0.0004,0.1202,1.0925,-1.4412,0.0000,-0.0000
1789942317.895,0,move,0.0117,-0.5400,0.7200,-0.0001,0.0001,0.1221,1.0393,-1.3684,0.0000,-0.0000
1789942318.013,0,move,0.0072,-0.5400,0.7200,0.0004,-0.0003,0.1233,0.9745,-1.2833,-0.0001,0.0000
1789942318.132,0,move,0.0043,-0.5400,0.7200,-0.0002,-0.0006,0.1240,0.9104,-1.1964,0.0000,0.0001
1789942318.235,0,move,0.0025,-0.5400,0.7200,-0.0000,-0.0004,0.1244,0.8568,-1.1231,0.0000,0.0000
1789942318.352,0,move,0.0012,-0.5400,0.7200,0.0003,-0.0003,0.1248,0.7909,-1.0360,-0.0000,0.0000
1789942318.453,0,move,0.0010,-0.5400,0.6251,-0.0001,-0.0001,0.1248,0.7368,-0.9673,0.0000,0.0000
1789942318.576,0,move,0.0008,-0.5400,0.5257,-0.0001,-0.0006,0.1249,0.6815,-0.9089,0.0000,0.0001
1789942318.692,0,move,0.0005,-0.4892,0.3121,-0.0005,0.0000,0.1249,0.6079,-0.8460,0.0001,-0.0000
1789942318.814,0,move,-0.0004,-0.3975,0.1875,-0.0016,-0.0005,0.1252,0.5525,-0.8148,0.0002,0.0001
1789942318.916,0,move,-0.0003,-0.3103,0.1334,-0.0007,-0.0008,0.1251,0.5226,-0.8013,0.0001,0.0001
1789942319.032,0,move,-0.0000,-0.1667,0.0714,0.0001,0.0001,0.1251,0.4867,-0.7858,-0.0000,-0.0000
1789942319.133,0,move,0.0000,-0.1069,0.0463,0.0005,0.0007,0.1251,0.4718,-0.7795,-0.0001,-0.0001
1789942319.236,0,move,-0.0003,-0.0703,0.0300,0.0002,0.0003,0.1251,0.4626,-0.7755,-0.0000,-0.0000
1789942319.352,0,move,0.0002,-0.0417,0.0176,-0.0004,-0.0001,0.1250,0.4555,-0.7723,0.0000,0.0000
1789942319.472,0,move,0.0006,-0.0248,0.0102,-0.0002,-0.0002,0.1249,0.4512,-0.7705,0.0000,0.0000
1789942319.579,0,move,0.0006,-0.0176,0.0072,-0.0005,0.0002,0.1249,0.4495,-0.7697,0.0001,-0.0000
1789942319.698,0,move,0.0004,-0.0093,0.0041,0.0002,-0.0001,0.1250,0.4474,-0.7690,-0.0000,0.0000
1789942319.813,0,move,0.0001,-0.0056,0.0035,0.0009,0.0000,0.1251,0.4465,-0.7688,-0.0001,-0.0000
1789942319.914,0,move,-0.0002,-0.0033,0.0025,0.0012,0.0002,0.1251,0.4459,-0.7686,-0.0001,-0.0000
1789942320.016,0,move,0.0002,-0.0021,0.0014,0.0007,-0.0001,0.1250,0.4456,-0.7683,-0.0001,0.0000
1789942320.132,0,verify,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.4454,-0.7681,0.0001,0.0001
