t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789942571.567,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4830,-1.9727,-0.0008,0.0001
1789942571.680,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4828,-1.9731,-0.0004,0.0001
1789942571.800,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4829,-1.9729,-0.0004,0.0002
1789942571.903,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4828,-1.9732,-0.0004,0.0002
1789942572.021,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4828,-1.9732,-0.0002,0.0001
1789942572.141,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4829,-1.9732,-0.0002,0.0001
1789942572.241,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4829,-1.9733,-0.0003,0.0000
1789942572.361,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,1.4829,-1.9732,-0.0004,-0.0002
1789942572.465,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4829,-1.9731,-0.0005,-0.0001
1789942572.581,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4830,-1.9733,-0.0004,-0.0000
1789942572.702,0,move,-0.0716,-0.5400,0.7200,0.0043,-0.0002,-0.0003,1.4821,-1.9727,-0.0005,0.0000
1789942572.820,0,move,-0.0419,-0.5400,0.7200,0.0004,0.0000,-0.0077,1.4656,-1.9510,-0.0001,-0.0000
1789942572.920,0,move,-0.0275,-0.5400,0.7200,0.0004,0.0002,-0.0113,1.4355,-1.9105,-0.0000,-0.0000
1789942573.021,0,move,-0.0171,-0.5400,0.7200,-0.0010,0.0003,-0.0139,1.3924,-1.8496,0.0001,-0.0000
1789942573.140,0,move,-0.0103,-0.5400,0.7200,-0.0006,-0.0005,-0.0156,1.3293,-1.7663,0.0001,0.0001
1789942573.243,0,move,-0.0064,-0.5400,0.7200,0.0007,0.0003,-0.0166,1.2749,-1.6923,-0.0001,-0.0000
1789942573.360,0,move,-0.0039,-0.5400,0.7200,0.0004,0.0007,-0.0172,1.2107,-1.6060,-0.0001,-0.0001
1789942573.480,0,move,-0.0032,-0.5400,0.7200,-0.0002,0.0007,-0.0174,1.1455,-1.5181,0.0000,-0.0001
1789942573.580,0,move,-0.0012,-0.5400,0.6534,-0.0006,0.0013,-0.0179,1.0933,-1.4483,0.0001,-0.0002
1789942573.700,0,move,0.0000,-0.5400,0.5279,0.0000,0.0008,-0.0182,1.0294,-1.3726,-0.0000,-0.0001
1789942573.800,0,move,0.0000,-0.5400,0.3611,-0.0006,-0.0002,-0.0182,0.9761,-1.3207,0.0001,0.0000
1789942573.920,0,move,0.0002,-0.5400,0.2043,-0.0009,-0.0009,-0.0182,0.9116,-1.2815,0.0001,0.0001
1789942574.020,0,move,-0.0003,-0.5400,0.1293,-0.0002,-0.0007,-0.0181,0.8573,-1.2628,0.0000,0.0001
1789942574.140,0,move,-0.0005,-0.5321,0.0744,0.0002,0.0003,-0.0181,0.7947,-1.2491,-0.0000,-0.0000
1789942574.240,0,move,-0.0006,-0.4539,0.0481,0.0004,0.0006,-0.0180,0.7423,-1.2425,-0.0000,-0.0001
1789942574.342,0,move,-0.0001,-0.3767,0.0304,-0.0000,0.0003,-0.0181,0.6987,-1.2381,0.0000,-0.0000
1789942574.460,0,move,-0.0002,-0.2200,0.0170,0.0007,-0.0001,-0.0181,0.6571,-1.2347,-0.0001,0.0000
1789942574.572,0,move,-0.0002,-0.1348,0.0106,-0.0002,-0.0003,-0.0181,0.6358,-1.2331,0.0000,0.0000
1789942574.684,0,move,0.0002,-0.0780,0.0058,0.0006,-0.0004,-0.0182,0.6217,-1.2319,-0.0001,0.0000
1789942574.800,0,move,0.0003,-0.0455,0.0035,-0.0005,0.0011,-0.0183,0.6135,-1.2313,0.0001,-0.0001
1789942574.904,0,move,-0.0001,-0.0279,0.0023,0.0015,-0.0000,-0.0182,0.6091,-1.2310,-0.0002,0.0000
1789942575.021,0,move,0.0002,-0.0163,0.0012,0.0013,-0.0002,-0.0182,0.6062,-1.2308,-0.0002,0.0000
1789942575.122,0,move,0.0005,-0.0102,0.0007,0.0009,-0.0001,-0.0183,0.6047,-1.2306,-0.0001,0.0000
1789942575.240,0,move,0.0002,-0.0060,0.0005,0.0005,-0.0000,-0.0182,0.6036,-1.2306,-0.0001,0.0000
1789942575.341,0,move,0.0003,-0.0040,-0.0001,0.0006,-0.0004,-0.0183,0.6031,-1.2304,-0.0001,0.0000
1789942575.462,0,move,-0.0000,-0.0017,0.0002,0.0001,-0.0013,-0.0182,0.6026,-1.2305,-0.0000,0.0002
1789942575.581,0,verify,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0183,0.6025,-1.2304,-0.0000,0.0000
1789942575.700,0,aim,0.0000,0.0000,0.0000,0.5047,0.8505,-0.0182,0.6026,-1.2303,0.0035,0.0035
1789942575.821,0,aim,0.0000,0.0000,0.0000,0.3808,0.7795,-0.0184,0.6027,-1.2303,0.0418,0.0427
1789942575.941,0,aim,0.0000,0.0000,0.0000,0.0932,0.6098,-0.0184,0.6029,-1.2304,0.0793,0.1223
1789942576.061,0,aim,0.0000,0.0000,0.0000,0.0231,0.4197,-0.0183,0.6028,-1.2304,0.0875,0.1894
1789942576.161,0,aim,0.0000,0.0000,0.0000,0.0070,0.1791,-0.0183,0.6026,-1.2302,0.0895,0.2269
1789942576.280,0,aim,0.0000,0.0000,0.0000,0.0050,0.0419,-0.0184,0.6026,-1.2302,0.0902,0.2441
1789942576.400,0,aim,0.0000,0.0000,0.0000,0.0015,0.0134,-0.0183,0.6026,-1.2302,0.0905,0.2480
1789942576.502,0,aim,0.0000,0.0000,0.0000,-0.0020,0.0000,-0.0183,0.6026,-1.2301,0.0905,0.2491
1789942576.620,0,post_press,0.0000,0.0000,0.0000,-0.0022,0.0027,-0.0182,0.6027,-1.2303,0.0903,0.2491
1789942576.722,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0184,0.6025,-1.2303,0.0903,0.2492
1789942576.842,0,aim,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0185,0.6024,-1.2303,0.0905,0.2492
1789942576.963,0,aim,0.0000,0.0000,0.0000,-0.9000,0.1039,-0.0185,0.6025,-1.2303,0.0786,0.2597
1789942577.082,0,aim,0.0000,0.0000,0.0000,-0.9000,0.0285,-0.0185,0.6025,-1.2304,0.0255,0.2695
1789942577.182,0,aim,0.0000,0.0000,0.0000,-0.9000,0.0116,-0.0186,0.6025,-1.2304,-0.0523,0.2719
1789942577.301,0,aim,0.0000,0.0000,0.0000,-0.7813,0.0010,-0.0187,0.6026,-1.2306,-0.1590,0.2733
1789942577.420,0,aim,0.0000,0.0000,0.0000,-0.5978,-0.0019,-0.0187,0.6026,-1.2306,-0.2451,0.2736
1789942577.540,0,aim,0.0000,0.0000,0.0000,-0.4032,-0.0007,-0.0188,0.6027,-1.2306,-0.3107,0.2733
1789942577.640,0,aim,0.0000,0.0000,0.0000,-0.1545,0.0014,-0.0189,0.6027,-1.2308,-0.3460,0.2733
1789942577.741,0,aim,0.0000,0.0000,0.0000,-0.0436,0.0017,-0.0189,0.6027,-1.2307,-0.3599,0.2732
1789942577.860,0,aim,0.0000,0.0000,0.0000,-0.0075,0.0059,-0.0190,0.6025,-1.2308,-0.3641,0.2736
1789942577.960,0,aim,0.0000,0.0000,0.0000,-0.0017,0.0034,-0.0191,0.6024,-1.2308,-0.3647,0.2742
1789942578.060,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0191,0.6023,-1.2306,-0.3648,0.2743
1789942578.181,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0191,0.6025,-1.2307,-0.3647,0.2742
1789942578.300,0,aim,0.0000,0.0000,0.0000,0.9000,-0.7188,-0.0190,0.6026,-1.2307,-0.3647,0.2742
1789942578.402,0,aim,0.0000,0.0000,0.0000,0.9000,-0.6821,-0.0189,0.6027,-1.2307,-0.3468,0.2561
1789942578.520,0,aim,0.0000,0.0000,0.0000,0.9000,-0.5395,-0.0189,0.6027,-1.2308,-0.2863,0.1974
1789942578.620,0,aim,0.0000,0.0000,0.0000,0.7796,-0.3802,-0.0189,0.6028,-1.2307,-0.2030,0.1469
1789942578.720,0,aim,0.0000,0.0000,0.0000,0.6289,-0.1415,-0.0189,0.6028,-1.2309,-0.1309,0.1156
1789942578.826,0,aim,0.0000,0.0000,0.0000,0.4685,-0.0493,-0.0190,0.6028,-1.2308,-0.0704,0.1037
1789942578.940,0,aim,0.0000,0.0000,0.0000,0.2046,-0.0127,-0.0191,0.6029,-1.2307,-0.0211,0.0989
1789942579.043,0,aim,0.0000,0.0000,0.0000,0.0669,-0.0026,-0.0192,0.6029,-1.2308,-0.0035,0.0979
