t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1790023478.587,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0014,1.4837,-1.9718,0.0003,0.0003
1790023478.694,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0013,1.4838,-1.9718,0.0004,0.0003
1790023478.794,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,1.4838,-1.9717,0.0004,0.0002
1790023478.913,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,1.4837,-1.9719,0.0005,0.0001
1790023479.034,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,1.4837,-1.9719,0.0004,-0.0000
1790023479.145,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,1.4837,-1.9719,0.0005,0.0000
1790023479.254,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,1.4838,-1.9718,0.0004,-0.0000
1790023479.361,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0012,1.4837,-1.9717,0.0002,-0.0001
1790023479.473,0,move,-0.0587,-0.5400,0.7200,-0.0002,0.0011,-0.0016,1.4830,-1.9709,0.0000,-0.0001
1790023479.594,0,move,-0.0381,-0.5400,0.7200,-0.0011,0.0007,-0.0068,1.4708,-1.9552,0.0001,-0.0001
1790023479.717,0,move,-0.0223,-0.5400,0.7200,0.0009,-0.0002,-0.0107,1.4366,-1.9088,-0.0001,0.0000
1790023479.837,0,move,-0.0126,-0.5400,0.7200,0.0009,-0.0000,-0.0131,1.3704,-1.8189,-0.0001,0.0000
1790023479.954,0,move,-0.0081,-0.5400,0.7200,0.0001,0.0005,-0.0143,1.3172,-1.7467,-0.0000,-0.0001
1790023480.074,0,move,-0.0048,-0.5400,0.7200,-0.0011,0.0008,-0.0151,1.2539,-1.6603,0.0001,-0.0001
1790023480.196,0,move,-0.0029,-0.5400,0.7200,0.0001,0.0002,-0.0156,1.2003,-1.5869,-0.0000,-0.0000
1790023480.314,0,move,-0.0019,-0.5400,0.7200,-0.0005,-0.0001,-0.0158,1.1469,-1.5155,0.0001,0.0000
1790023480.415,0,move,-0.0008,-0.5400,0.7200,0.0007,-0.0010,-0.0161,1.0822,-1.4281,-0.0001,0.0001
