t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789860278.769,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4832,-1.9720,0.0007,0.0004
1789860278.881,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4831,-1.9720,0.0007,0.0004
1789860278.990,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,1.4830,-1.9719,0.0006,0.0005
1789860279.109,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4831,-1.9720,0.0007,0.0003
1789860279.210,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4831,-1.9722,0.0007,0.0002
1789860279.310,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4830,-1.9721,0.0006,0.0002
1789860279.413,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4829,-1.9722,0.0006,0.0003
1789860279.519,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4830,-1.9724,0.0006,0.0003
1789860279.638,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4829,-1.9724,0.0006,0.0003
1789860279.758,0,look_coarse,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4828,-1.9725,0.0005,0.0002
1789860279.870,0,move,-0.0547,-0.5400,0.7200,-0.0028,-0.0016,-0.0028,1.4792,-1.9677,0.0004,0.0002
1789860279.993,0,move,-0.0346,-0.5400,0.7200,-0.0008,-0.0005,-0.0078,1.4616,-1.9448,0.0001,0.0001
1789860280.109,0,move,-0.0202,-0.5400,0.7200,0.0000,-0.0009,-0.0114,1.4198,-1.8915,-0.0000,0.0001
1789860280.210,0,move,-0.0121,-0.5400,0.7200,0.0004,0.0001,-0.0134,1.3583,-1.8118,-0.0001,-0.0000
1789860280.313,0,move,-0.0087,-0.5400,0.7200,0.0008,-0.0004,-0.0143,1.3169,-1.7563,-0.0001,0.0001
1789860280.430,0,move,-0.0056,-0.5400,0.6330,-0.0006,0.0004,-0.0150,1.2535,-1.6705,0.0001,-0.0000
1789860280.531,0,move,-0.0038,-0.5400,0.5338,-0.0003,0.0009,-0.0155,1.1972,-1.6115,0.0000,-0.0001
1789860280.650,0,move,-0.0019,-0.4792,0.3434,-0.0003,0.0008,-0.0159,1.1336,-1.5519,0.0000,-0.0001
1789860280.771,0,move,-0.0012,-0.3848,0.2065,0.0002,0.0002,-0.0161,1.0781,-1.5177,-0.0000,-0.0000
1789860280.877,0,move,-0.0008,-0.2610,0.1328,0.0002,0.0002,-0.0162,1.0426,-1.4993,-0.0000,-0.0000
1789860280.990,0,move,-0.0002,-0.1528,0.0761,-0.0000,0.0001,-0.0164,1.0156,-1.4851,0.0000,-0.0000
1789860281.111,0,move,0.0002,-0.0873,0.0437,0.0002,-0.0014,-0.0165,0.9992,-1.4770,-0.0000,0.0002
1789860281.231,0,move,0.0002,-0.0445,0.0231,-0.0016,-0.0012,-0.0165,0.9885,-1.4718,0.0002,0.0001
1789860281.331,0,move,0.0000,-0.0306,0.0165,-0.0021,-0.0012,-0.0164,0.9850,-1.4702,0.0003,0.0001
1789860281.432,0,move,0.0002,-0.0193,0.0103,-0.0009,-0.0004,-0.0165,0.9822,-1.4686,0.0001,0.0001
1789860281.549,0,move,0.0002,-0.0099,0.0057,-0.0010,0.0003,-0.0165,0.9799,-1.4675,0.0001,-0.0000
1789860281.650,0,move,0.0003,-0.0065,0.0041,0.0002,-0.0001,-0.0165,0.9790,-1.4671,-0.0000,0.0000
1789860281.769,0,move,0.0002,-0.0037,0.0026,-0.0003,-0.0006,-0.0165,0.9783,-1.4667,0.0000,0.0001
1789860281.869,0,move,0.0000,-0.0024,0.0019,-0.0005,-0.0001,-0.0164,0.9780,-1.4666,0.0001,0.0000
1789860281.991,0,look_fine,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0163,0.9778,-1.4663,0.0001,-0.0000
1789860282.112,0,look_fine,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0163,0.9779,-1.4663,0.0003,0.0000
1789860282.233,0,look_fine,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0163,0.9780,-1.4663,0.0004,0.0001
1789860282.349,0,look_fine,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0164,0.9779,-1.4663,0.0003,0.0002
1789860282.451,0,move,0.0354,-0.5400,0.7200,-0.0019,-0.0020,-0.0150,0.9761,-1.4637,0.0002,0.0003
1789860282.570,0,move,0.0199,-0.5400,0.6897,0.0013,-0.0004,-0.0111,0.9507,-1.4295,-0.0002,0.0000
1789860282.689,0,move,0.0115,-0.5400,0.5953,-0.0000,0.0009,-0.0090,0.9040,-1.3676,0.0000,-0.0001
1789860282.789,0,move,0.0079,-0.5400,0.5134,-0.0000,0.0001,-0.0081,0.8622,-1.3213,0.0000,-0.0000
