t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789947196.526,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0052,1.4816,-1.9705,-0.0049,-0.0037
1789947196.636,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0053,1.4816,-1.9705,-0.0049,-0.0037
1789947196.745,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0053,1.4815,-1.9705,-0.0049,-0.0037
1789947196.849,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0054,1.4815,-1.9703,-0.0049,-0.0036
1789947196.955,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0053,1.4816,-1.9704,-0.0050,-0.0036
1789947197.065,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0053,1.4816,-1.9702,-0.0048,-0.0035
1789947197.186,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0054,1.4816,-1.9702,-0.0049,-0.0036
1789947197.308,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0055,1.4815,-1.9702,-0.0049,-0.0035
1789947197.408,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0055,1.4813,-1.9702,-0.0049,-0.0035
1789947197.591,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0055,1.4813,-1.9704,-0.0050,-0.0034
1789947197.708,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0054,1.4813,-1.9705,-0.0050,-0.0034
1789947197.825,0,move,0.4271,-0.5400,0.7200,0.0272,0.0192,-0.0036,1.4795,-1.9680,-0.0034,-0.0024
1789947197.925,0,move,0.4008,-0.5400,0.7200,0.0089,0.0064,0.0111,1.4644,-1.9476,-0.0011,-0.0008
1789947198.026,0,move,0.3168,-0.5400,0.7200,0.0033,0.0021,0.0412,1.4347,-1.9072,-0.0004,-0.0003
1789947198.127,0,move,0.1985,-0.5400,0.7200,0.0008,0.0010,0.0708,1.3900,-1.8459,-0.0001,-0.0001
1789947198.246,0,move,0.1146,-0.5400,0.7200,-0.0001,0.0001,0.0918,1.3244,-1.7596,0.0000,-0.0000
1789947198.367,0,move,0.0671,-0.5400,0.7200,0.0001,-0.0005,0.1037,1.2597,-1.6727,-0.0000,0.0001
1789947198.487,0,move,0.0389,-0.5400,0.7200,-0.0006,0.0001,0.1107,1.1951,-1.5872,0.0001,-0.0000
1789947198.606,0,move,0.0225,-0.5400,0.7200,0.0007,0.0007,0.1148,1.1294,-1.5027,-0.0001,-0.0001
1789947198.726,0,move,0.0121,-0.5400,0.7200,0.0005,0.0005,0.1174,1.0651,-1.4166,-0.0001,-0.0001
1789947198.849,0,move,0.0076,-0.5400,0.7200,0.0002,-0.0003,0.1186,1.0007,-1.3301,-0.0000,0.0000
1789947198.966,0,move,0.0041,-0.5400,0.7200,0.0002,-0.0004,0.1194,0.9362,-1.2450,-0.0000,0.0000
1789947199.067,0,move,0.0028,-0.5400,0.7200,0.0000,-0.0002,0.1197,0.8811,-1.1731,-0.0000,0.0000
1789947199.185,0,move,0.0015,-0.5400,0.7200,-0.0005,-0.0004,0.1201,0.8167,-1.0855,0.0001,0.0000
1789947199.288,0,move,0.0010,-0.5400,0.7200,-0.0001,-0.0012,0.1202,0.7535,-1.0000,0.0000,0.0002
1789947199.405,0,move,0.0006,-0.5400,0.7200,-0.0000,-0.0015,0.1203,0.6996,-0.9286,0.0000,0.0002
1789947199.526,0,move,0.0002,-0.5400,0.6455,0.0004,-0.0004,0.1204,0.6339,-0.8409,-0.0001,0.0001
1789947199.649,0,move,0.0009,-0.5400,0.5198,0.0004,-0.0015,0.1202,0.5700,-0.7662,-0.0000,0.0002
1789947199.766,0,move,0.0008,-0.5400,0.3268,0.0001,-0.0004,0.1203,0.5066,-0.7100,-0.0000,0.0001
1789947199.886,0,move,0.0006,-0.4889,0.1883,0.0004,-0.0000,0.1203,0.4418,-0.6754,-0.0001,0.0000
1789947199.990,0,move,0.0005,-0.4127,0.1199,-0.0005,-0.0001,0.1203,0.3951,-0.6583,0.0001,0.0000
1789947200.105,0,move,0.0010,-0.2832,0.0697,0.0010,-0.0007,0.1202,0.3501,-0.6457,-0.0001,0.0001
1789947200.205,0,move,0.0007,-0.1632,0.0404,-0.0002,-0.0009,0.1203,0.3200,-0.6384,0.0000,0.0001
1789947200.306,0,move,0.0001,-0.1073,0.0260,-0.0011,-0.0001,0.1204,0.3061,-0.6348,0.0001,0.0000
