t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789943157.020,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,1.4838,-1.9722,0.0004,-0.0001
1789943157.120,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,1.4838,-1.9722,0.0005,-0.0001
1789943157.239,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,1.4839,-1.9721,0.0003,-0.0001
1789943157.341,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,1.4840,-1.9720,0.0002,-0.0001
1789943157.462,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,1.4838,-1.9719,0.0002,-0.0002
1789943157.579,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,1.4838,-1.9720,0.0002,-0.0001
1789943157.776,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,1.4839,-1.9720,0.0002,-0.0003
1789943157.880,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,1.4839,-1.9721,0.0001,-0.0002
1789943157.991,0,move,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,1.4839,-1.9722,0.0002,-0.0001
1789943158.102,0,move,0.4448,-0.5400,0.7200,-0.0013,0.0003,0.0104,1.4751,-1.9600,0.0002,-0.0000
1789943158.220,0,move,0.3912,-0.5400,0.7200,-0.0011,0.0007,0.0409,1.4442,-1.9190,0.0001,-0.0001
1789943158.324,0,move,0.2731,-0.5400,0.7200,-0.0011,0.0004,0.0767,1.4013,-1.8641,0.0001,-0.0000
1789943158.440,0,move,0.1607,-0.5400,0.7200,-0.0006,-0.0006,0.1048,1.3376,-1.7768,0.0001,0.0001
1789943158.540,0,move,0.1052,-0.5400,0.7200,0.0001,-0.0008,0.1187,1.2841,-1.7047,-0.0000,0.0001
1789943158.660,0,move,0.0624,-0.5400,0.7200,-0.0000,-0.0004,0.1294,1.2203,-1.6179,0.0000,0.0000
1789943158.779,0,move,0.0403,-0.5400,0.7200,0.0002,-0.0003,0.1349,1.1676,-1.5467,-0.0000,0.0000
1789943158.880,0,move,0.0264,-0.5400,0.7200,0.0002,-0.0002,0.1384,1.1128,-1.4737,-0.0000,0.0000
1789943159.000,0,move,0.0155,-0.5400,0.7200,-0.0001,-0.0007,0.1411,1.0461,-1.3850,0.0000,0.0001
1789943159.100,0,move,0.0101,-0.5400,0.7200,0.0007,-0.0001,0.1425,0.9915,-1.3135,-0.0001,0.0000
1789943159.200,0,move,0.0063,-0.5400,0.7200,0.0001,-0.0003,0.1434,0.9381,-1.2410,-0.0000,0.0000
1789943159.320,0,move,0.0038,-0.5400,0.7200,-0.0006,0.0010,0.1440,0.8752,-1.1554,0.0001,-0.0001
1789943159.439,0,move,0.0017,-0.5400,0.7200,0.0001,-0.0004,0.1445,0.8092,-1.0706,-0.0000,0.0001
1789943159.542,0,move,0.0012,-0.5400,0.7200,-0.0002,-0.0007,0.1447,0.7549,-1.0003,0.0000,0.0001
1789943159.661,0,move,0.0011,-0.5400,0.7200,-0.0009,-0.0012,0.1447,0.6904,-0.9141,0.0001,0.0001
1789943159.762,0,move,0.0002,-0.5400,0.7200,-0.0009,-0.0001,0.1449,0.6466,-0.8545,0.0001,0.0000
1789943159.880,0,move,-0.0000,-0.5400,0.7200,0.0005,-0.0002,0.1450,0.5716,-0.7524,-0.0001,0.0000
1789943159.999,0,move,0.0002,-0.5400,0.7200,0.0000,-0.0003,0.1449,0.5073,-0.6653,-0.0000,0.0000
1789943160.100,0,move,-0.0001,-0.5400,0.7200,0.0002,-0.0002,0.1450,0.4545,-0.5929,-0.0000,0.0000
1789943160.200,0,move,0.0005,-0.5400,0.7200,-0.0000,-0.0001,0.1449,0.4028,-0.5225,0.0000,0.0000
1789943160.324,0,move,0.0002,-0.5400,0.7200,0.0006,-0.0002,0.1449,0.3376,-0.4350,-0.0001,0.0000
1789943160.425,0,move,0.0006,-0.5400,0.7200,0.0001,0.0009,0.1448,0.2843,-0.3626,-0.0000,-0.0001
