t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789943118.855,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4838,-1.9727,0.0003,0.0008
1789943118.973,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4837,-1.9727,0.0003,0.0007
1789943119.092,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,1.4837,-1.9728,0.0005,0.0007
1789943119.219,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4840,-1.9727,0.0004,0.0007
1789943119.323,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4840,-1.9727,0.0003,0.0007
1789943119.432,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4840,-1.9726,0.0004,0.0009
1789943119.533,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,1.4840,-1.9724,0.0004,0.0008
1789943119.637,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,1.4839,-1.9725,0.0004,0.0007
1789943119.754,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4840,-1.9726,0.0004,0.0006
1789943119.856,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4840,-1.9725,0.0003,0.0005
1789943119.974,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4840,-1.9725,0.0002,0.0004
1789943120.080,0,move,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4841,-1.9725,0.0003,0.0005
1789943120.193,0,move,0.3901,-0.5400,0.7200,-0.0017,-0.0021,0.0068,1.4782,-1.9642,0.0002,0.0003
1789943120.293,0,move,0.3513,-0.5400,0.7200,-0.0011,-0.0013,0.0225,1.4633,-1.9434,0.0001,0.0002
1789943120.419,0,move,0.1964,-0.5400,0.7200,0.0007,-0.0007,0.0612,1.4123,-1.8755,-0.0001,0.0001
1789943120.533,0,move,0.1181,-0.5400,0.7200,-0.0003,0.0001,0.0808,1.3504,-1.7897,0.0000,-0.0000
1789943120.653,0,move,0.0710,-0.5400,0.7200,-0.0000,-0.0002,0.0926,1.2854,-1.7027,0.0000,0.0000
1789943120.754,0,move,0.0496,-0.5400,0.7200,-0.0006,-0.0001,0.0979,1.2436,-1.6464,0.0001,0.0000
1789943120.875,0,move,0.0272,-0.5400,0.7200,-0.0005,-0.0002,0.1035,1.1683,-1.5470,0.0001,0.0000
1789943120.993,0,move,0.0169,-0.5400,0.7200,-0.0001,0.0002,0.1061,1.1045,-1.4588,0.0000,-0.0000
1789943121.113,0,move,0.0102,-0.5400,0.7200,-0.0005,-0.0001,0.1078,1.0410,-1.3706,0.0001,0.0000
