t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1790023449.358,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4835,-1.9716,-0.0002,0.0006
1790023449.460,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,1.4833,-1.9716,-0.0002,0.0004
1790023449.578,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4832,-1.9715,-0.0000,0.0004
1790023449.698,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,1.4832,-1.9715,-0.0000,0.0004
1790023449.799,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,1.4832,-1.9716,0.0000,0.0003
1790023449.920,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4834,-1.9717,0.0001,0.0005
1790023450.121,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,1.4834,-1.9717,0.0001,0.0006
1790023450.241,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,1.4834,-1.9717,0.0001,0.0006
1790023450.361,0,move,-0.3597,-0.5400,0.7200,-0.0008,-0.0040,-0.0005,1.4817,-1.9691,0.0001,0.0005
1790023450.477,0,move,-0.2803,-0.5400,0.7200,0.0010,-0.0022,-0.0204,1.4618,-1.9426,-0.0001,0.0003
1790023450.578,0,move,-0.1833,-0.5400,0.7200,0.0002,-0.0008,-0.0446,1.4285,-1.8985,-0.0000,0.0001
1790023450.678,0,move,-0.1186,-0.5400,0.7200,0.0005,-0.0002,-0.0608,1.3799,-1.8337,-0.0001,0.0000
1790023450.778,0,move,-0.0773,-0.5400,0.7200,0.0003,-0.0005,-0.0711,1.3251,-1.7627,-0.0000,0.0001
1790023450.879,0,move,-0.0504,-0.5400,0.7200,-0.0006,-0.0007,-0.0778,1.2695,-1.6905,0.0001,0.0001
1790023450.997,0,move,-0.0304,-0.5400,0.7200,0.0001,-0.0003,-0.0828,1.2057,-1.6044,-0.0000,0.0000
1790023451.100,0,move,-0.0198,-0.5400,0.7200,-0.0004,-0.0001,-0.0855,1.1505,-1.5342,0.0001,0.0000
1790023451.217,0,move,-0.0124,-0.5400,0.7200,-0.0009,-0.0005,-0.0873,1.0856,-1.4466,0.0001,0.0001
1790023451.337,0,move,-0.0077,-0.5400,0.6942,-0.0003,-0.0007,-0.0885,1.0220,-1.3629,0.0000,0.0001
1790023451.442,0,move,-0.0044,-0.5400,0.5944,-0.0003,0.0012,-0.0893,0.9689,-1.2972,0.0000,-0.0002
1790023451.563,0,move,-0.0013,-0.5400,0.4525,0.0005,0.0000,-0.0901,0.9033,-1.2301,-0.0001,-0.0000
1790023451.677,0,move,-0.0011,-0.5400,0.2658,0.0013,0.0004,-0.0902,0.8380,-1.1835,-0.0002,-0.0000
1790023451.783,0,move,-0.0003,-0.5400,0.1745,0.0011,-0.0000,-0.0904,0.7828,-1.1606,-0.0001,0.0000
1790023451.900,0,move,-0.0005,-0.4877,0.1026,0.0011,-0.0000,-0.0903,0.7203,-1.1427,-0.0001,0.0000
1790023452.018,0,move,-0.0001,-0.3999,0.0613,0.0005,0.0009,-0.0904,0.6673,-1.1323,-0.0001,-0.0001
1790023452.137,0,move,-0.0001,-0.2625,0.0364,-0.0008,-0.0005,-0.0904,0.6241,-1.1261,0.0001,0.0001
1790023452.237,0,move,0.0005,-0.1670,0.0243,-0.0002,-0.0001,-0.0905,0.6003,-1.1231,0.0000,0.0000
1790023452.363,0,move,0.0004,-0.1076,0.0156,0.0000,0.0001,-0.0905,0.5854,-1.1209,-0.0000,-0.0000
1790023452.480,0,move,0.0004,-0.0741,0.0111,0.0001,0.0005,-0.0905,0.5770,-1.1198,-0.0000,-0.0001
1790023452.597,0,move,0.0001,-0.0430,0.0064,-0.0006,-0.0004,-0.0904,0.5693,-1.1186,0.0001,0.0000
1790023452.700,0,move,-0.0001,-0.0276,0.0042,0.0005,0.0006,-0.0904,0.5654,-1.1181,-0.0001,-0.0001
1790023452.817,0,move,0.0005,-0.0166,0.0020,0.0016,-0.0001,-0.0905,0.5627,-1.1175,-0.0002,0.0000
1790023452.937,0,move,0.0007,-0.0104,0.0016,0.0002,-0.0004,-0.0906,0.5611,-1.1174,-0.0000,0.0001
1790023453.043,0,move,0.0007,-0.0069,0.0012,0.0002,0.0006,-0.0906,0.5602,-1.1173,-0.0000,-0.0001
1790023453.157,0,move,0.0004,-0.0040,0.0002,0.0000,0.0003,-0.0905,0.5595,-1.1171,-0.0000,-0.0000
1790023453.257,0,move,-0.0001,-0.0024,0.0004,0.0002,-0.0007,-0.0904,0.5591,-1.1171,-0.0000,0.0001
1790023453.377,0,verify,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0904,0.5589,-1.1170,-0.0001,0.0000
1790023453.497,0,aim,0.0000,0.0000,0.0000,0.9000,0.7149,-0.0904,0.5589,-1.1169,0.0034,0.0037
1790023453.621,0,aim,0.0000,0.0000,0.0000,0.9000,0.6266,-0.0903,0.5588,-1.1170,0.0433,0.0448
1790023453.722,0,aim,0.0000,0.0000,0.0000,0.9000,0.5070,-0.0901,0.5589,-1.1169,0.0940,0.0905
1790023453.837,0,aim,0.0000,0.0000,0.0000,0.9000,0.2308,-0.0901,0.5591,-1.1169,0.2156,0.1483
1790023453.937,0,aim,0.0000,0.0000,0.0000,0.8515,0.0834,-0.0902,0.5592,-1.1168,0.3068,0.1658
1790023454.060,0,aim,0.0000,0.0000,0.0000,0.6983,0.0333,-0.0902,0.5592,-1.1168,0.3873,0.1721
1790023454.177,0,aim,0.0000,0.0000,0.0000,0.5185,0.0114,-0.0901,0.5592,-1.1169,0.4615,0.1749
1790023454.277,0,aim,0.0000,0.0000,0.0000,0.3417,0.0022,-0.0902,0.5593,-1.1170,0.5104,0.1757
1790023454.377,0,aim,0.0000,0.0000,0.0000,0.1288,0.0000,-0.0902,0.5594,-1.1169,0.5368,0.1757
1790023454.497,0,aim,0.0000,0.0000,0.0000,0.0417,0.0013,-0.0902,0.5594,-1.1169,0.5479,0.1757
1790023454.597,0,aim,0.0000,0.0000,0.0000,0.0206,0.0004,-0.0902,0.5594,-1.1168,0.5506,0.1756
1790023454.698,0,aim,0.0000,0.0000,0.0000,0.0083,0.0014,-0.0901,0.5593,-1.1168,0.5520,0.1758
1790023454.818,0,aim,0.0000,0.0000,0.0000,0.0025,0.0025,-0.0901,0.5593,-1.1169,0.5527,0.1758
1790023454.918,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0900,0.5592,-1.1168,0.5528,0.1761
1790023455.019,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0900,0.5594,-1.1167,0.5529,0.1762
1790023455.140,0,aim,0.0000,0.0000,0.0000,-0.9000,0.2587,-0.0902,0.5593,-1.1167,0.5518,0.1774
1790023455.240,0,aim,0.0000,0.0000,0.0000,-0.9000,0.1137,-0.0903,0.5593,-1.1165,0.5271,0.1954
1790023455.357,0,aim,0.0000,0.0000,0.0000,-0.9000,0.0393,-0.0903,0.5591,-1.1165,0.4603,0.2053
1790023455.459,0,aim,0.0000,0.0000,0.0000,-0.9000,0.0158,-0.0904,0.5591,-1.1164,0.3901,0.2080
1790023455.561,0,aim,0.0000,0.0000,0.0000,-0.8122,0.0069,-0.0905,0.5591,-1.1164,0.2797,0.2094
1790023455.677,0,aim,0.0000,0.0000,0.0000,-0.6340,0.0037,-0.0905,0.5591,-1.1165,0.1920,0.2099
1790023455.797,0,aim,0.0000,0.0000,0.0000,-0.4447,0.0052,-0.0905,0.5590,-1.1166,0.1227,0.2105
1790023455.898,0,aim,0.0000,0.0000,0.0000,-0.2197,0.0010,-0.0904,0.5590,-1.1166,0.0824,0.2110
1790023455.998,0,aim,0.0000,0.0000,0.0000,-0.1005,-0.0012,-0.0904,0.5590,-1.1165,0.0672,0.2110
1790023456.117,0,aim,0.0000,0.0000,0.0000,-0.0333,0.0039,-0.0903,0.5588,-1.1165,0.0587,0.2111
1790023456.218,0,aim,0.0000,0.0000,0.0000,-0.0103,0.0022,-0.0904,0.5588,-1.1165,0.0561,0.2113
1790023456.318,0,aim,0.0000,0.0000,0.0000,-0.0057,0.0043,-0.0904,0.5587,-1.1164,0.0554,0.2116
1790023456.437,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0903,0.5586,-1.1164,0.0549,0.2120
1790023456.537,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0902,0.5586,-1.1166,0.0550,0.2121
1790023456.646,0,aim,0.0000,0.0000,0.0000,0.9000,-0.7614,-0.0902,0.5586,-1.1165,0.0586,0.2085
1790023456.757,0,aim,0.0000,0.0000,0.0000,0.9000,-0.6800,-0.0902,0.5586,-1.1164,0.0979,0.1682
1790023456.857,0,aim,0.0000,0.0000,0.0000,0.9000,-0.5350,-0.0902,0.5586,-1.1164,0.1650,0.1083
1790023456.957,0,aim,0.0000,0.0000,0.0000,0.7689,-0.3861,-0.0901,0.5587,-1.1164,0.2502,0.0614
1790023457.058,0,aim,0.0000,0.0000,0.0000,0.6456,-0.1839,-0.0901,0.5587,-1.1164,0.3093,0.0337
1790023457.182,0,aim,0.0000,0.0000,0.0000,0.4590,-0.0609,-0.0901,0.5589,-1.1163,0.3792,0.0173
1790023457.298,0,aim,0.0000,0.0000,0.0000,0.1933,-0.0180,-0.0901,0.5589,-1.1163,0.4270,0.0120
1790023457.418,0,aim,0.0000,0.0000,0.0000,0.0553,-0.0062,-0.0900,0.5588,-1.1162,0.4437,0.0105
1790023457.519,0,aim,0.0000,0.0000,0.0000,0.0273,-0.0017,-0.0901,0.5588,-1.1162,0.4476,0.0101
1790023457.637,0,aim,0.0000,0.0000,0.0000,0.0059,0.0019,-0.0901,0.5588,-1.1164,0.4501,0.0099
1790023457.737,0,aim,0.0000,0.0000,0.0000,0.0031,-0.0002,-0.0901,0.5589,-1.1163,0.4504,0.0099
1790023457.858,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0900,0.5588,-1.1165,0.4507,0.0099
1790023457.959,0,aim,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0900,0.5589,-1.1165,0.4508,0.0097
1790023458.078,0,aim,0.0000,0.0000,0.0000,0.7161,0.6525,-0.0898,0.5588,-1.1167,0.4625,0.0226
1790023458.198,0,aim,0.0000,0.0000,0.0000,0.6212,0.5494,-0.0897,0.5587,-1.1168,0.5055,0.0655
1790023458.298,0,aim,0.0000,0.0000,0.0000,0.4637,0.3849,-0.0898,0.5587,-1.1167,0.5639,0.1176
1790023458.418,0,aim,0.0000,0.0000,0.0000,0.2033,0.1214,-0.0898,0.5587,-1.1167,0.6116,0.1528
1790023458.537,0,aim,0.0000,0.0000,0.0000,0.0590,0.0377,-0.0897,0.5586,-1.1164,0.6296,0.1631
1790023458.639,0,aim,0.0000,0.0000,0.0000,0.0228,0.0133,-0.0897,0.5587,-1.1165,0.6339,0.1660
1790023458.743,0,aim,0.0000,0.0000,0.0000,0.0136,0.0106,-0.0898,0.5586,-1.1167,0.6356,0.1671
1790023458.847,0,aim,0.0000,0.0000,0.0000,0.0053,0.0001,-0.0898,0.5585,-1.1164,0.6366,0.1680
1790023458.957,0,aim,0.0000,0.0000,0.0000,-0.0015,0.0002,-0.0896,0.5585,-1.1164,0.6367,0.1680
1790023459.077,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0897,0.5585,-1.1165,0.6367,0.1679
1790023459.180,0,post_press,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0897,0.5585,-1.1165,0.6367,0.1678
1790023459.299,0,aim,0.0000,0.0000,0.0000,-0.4901,0.0617,-0.0896,0.5586,-1.1165,0.6331,0.1706
