t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789942371.079,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4832,-1.9724,-0.0004,0.0001
1789942371.208,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4831,-1.9724,-0.0003,0.0000
1789942371.322,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4831,-1.9723,-0.0003,-0.0002
1789942371.439,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4831,-1.9722,-0.0001,-0.0001
1789942371.539,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4832,-1.9722,-0.0000,0.0001
1789942371.646,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4832,-1.9721,-0.0000,0.0002
1789942371.759,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4832,-1.9722,0.0002,0.0003
1789942371.866,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4831,-1.9721,0.0004,0.0002
1789942371.979,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,1.4833,-1.9720,0.0004,0.0002
1789942372.079,0,move,0.3831,-0.5400,0.7200,-0.0029,-0.0019,0.0004,1.4827,-1.9712,0.0004,0.0002
1789942372.199,0,move,0.3326,-0.5400,0.7200,-0.0014,-0.0005,0.0172,1.4666,-1.9496,0.0002,0.0001
1789942372.306,0,move,0.2227,-0.5400,0.7200,-0.0002,-0.0008,0.0446,1.4361,-1.9089,0.0000,0.0001
1789942372.419,0,move,0.1302,-0.5400,0.7200,-0.0007,-0.0009,0.0677,1.3810,-1.8351,0.0001,0.0001
1789942372.519,0,move,0.0827,-0.5400,0.7200,0.0001,-0.0007,0.0796,1.3296,-1.7623,-0.0000,0.0001
1789942372.640,0,move,0.0476,-0.5400,0.7200,0.0000,-0.0000,0.0884,1.2659,-1.6736,-0.0000,0.0000
