t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789944257.108,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4835,-1.9715,0.0000,-0.0010
1789944257.208,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,1.4832,-1.9714,0.0000,-0.0012
1789944257.308,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4832,-1.9714,-0.0000,-0.0012
1789944257.409,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4832,-1.9713,-0.0001,-0.0011
1789944257.528,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,1.4833,-1.9713,-0.0001,-0.0011
1789944257.630,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,1.4833,-1.9713,-0.0000,-0.0011
1789944257.730,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,1.4832,-1.9713,-0.0001,-0.0012
1789944257.831,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4831,-1.9713,-0.0000,-0.0014
1789944257.948,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4832,-1.9713,-0.0001,-0.0015
1789944258.048,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,1.4832,-1.9712,-0.0001,-0.0015
1789944258.168,0,move,0.3596,-0.5400,0.7200,0.0010,0.0098,0.0012,1.4824,-1.9704,-0.0001,-0.0012
1789944258.270,0,move,0.3253,-0.5400,0.7200,0.0010,0.0036,0.0098,1.4737,-1.9590,-0.0001,-0.0004
1789944258.388,0,move,0.2110,-0.5400,0.7200,0.0001,0.0011,0.0384,1.4426,-1.9174,-0.0000,-0.0001
1789944258.489,0,move,0.1324,-0.5400,0.7200,-0.0005,0.0006,0.0581,1.3994,-1.8592,0.0001,-0.0001
1789944258.607,0,move,0.0717,-0.5400,0.7200,0.0004,0.0000,0.0732,1.3246,-1.7599,-0.0001,-0.0000
1789944258.708,0,move,0.0510,-0.5400,0.7200,-0.0004,-0.0002,0.0784,1.2820,-1.7006,0.0000,0.0000
1789944258.828,0,move,0.0272,-0.5400,0.7200,-0.0003,-0.0004,0.0844,1.2075,-1.5985,0.0000,0.0000
1789944258.948,0,move,0.0178,-0.5400,0.7200,-0.0001,-0.0005,0.0867,1.1542,-1.5246,0.0000,0.0001
1789944259.067,0,move,0.0096,-0.5400,0.7200,0.0001,0.0009,0.0888,1.0799,-1.4227,-0.0000,-0.0001
1789944259.168,0,move,0.0071,-0.5400,0.7200,0.0006,-0.0000,0.0894,1.0368,-1.3636,-0.0001,0.0000
1789944259.268,0,move,0.0052,-0.5400,0.7200,-0.0004,0.0003,0.0899,0.9831,-1.2949,0.0001,-0.0000
1789944259.369,0,move,0.0031,-0.5400,0.7200,-0.0001,0.0006,0.0904,0.9405,-1.2361,0.0000,-0.0001
1789944259.471,0,move,0.0021,-0.5400,0.7200,0.0002,-0.0004,0.0906,0.8871,-1.1653,-0.0000,0.0001
1789944259.587,0,move,0.0010,-0.5400,0.7200,0.0001,-0.0011,0.0909,0.8111,-1.0651,-0.0000,0.0001
1789944259.688,0,move,0.0002,-0.5400,0.7200,0.0004,-0.0005,0.0911,0.7686,-1.0060,-0.0001,0.0001
1789944259.788,0,move,-0.0002,-0.5400,0.7200,0.0007,-0.0008,0.0912,0.7038,-0.9197,-0.0001,0.0001
1789944259.909,0,move,0.0002,-0.5400,0.7200,0.0007,-0.0006,0.0911,0.6487,-0.8468,-0.0001,0.0001
1789944260.027,0,move,0.0001,-0.5400,0.6950,-0.0001,-0.0001,0.0911,0.5835,-0.7613,0.0000,0.0000
1789944260.128,0,move,0.0003,-0.5400,0.5712,-0.0007,-0.0001,0.0911,0.5189,-0.6813,0.0001,0.0000
1789944260.229,0,move,0.0000,-0.4886,0.4914,-0.0005,0.0002,0.0911,0.4765,-0.6381,0.0001,-0.0000
1789944260.350,0,move,-0.0004,-0.3971,0.2861,-0.0013,-0.0002,0.0912,0.4214,-0.5864,0.0002,0.0000
1789944260.468,0,move,-0.0005,-0.2339,0.1527,0.0002,-0.0002,0.0913,0.3726,-0.5531,-0.0000,0.0000
1789944260.587,0,move,0.0000,-0.1352,0.0893,0.0003,0.0005,0.0911,0.3480,-0.5372,-0.0000,-0.0001
1789944260.688,0,move,-0.0001,-0.0960,0.0630,0.0004,0.0002,0.0912,0.3382,-0.5306,-0.0000,-0.0000
1789944260.807,0,move,0.0000,-0.0521,0.0340,-0.0001,0.0003,0.0911,0.3272,-0.5234,0.0000,-0.0000
1789944260.908,0,move,0.0005,-0.0335,0.0218,-0.0003,-0.0005,0.0910,0.3225,-0.5203,0.0000,0.0001
1789944261.030,0,move,0.0007,-0.0218,0.0140,-0.0005,-0.0005,0.0910,0.3196,-0.5184,0.0001,0.0001
1789944261.148,0,move,0.0005,-0.0124,0.0079,0.0002,0.0003,0.0910,0.3173,-0.5169,-0.0000,-0.0000
