t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789861376.353,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4837,-1.9723,-0.0003,0.0002
1789861376.491,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4837,-1.9724,-0.0003,0.0002
1789861376.593,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,1.4836,-1.9723,-0.0003,0.0002
1789861376.693,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4835,-1.9723,-0.0004,0.0003
1789861376.804,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4834,-1.9723,-0.0004,0.0003
1789861376.915,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4832,-1.9723,-0.0005,0.0003
1789861377.035,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4834,-1.9724,-0.0005,0.0002
1789861377.146,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4834,-1.9724,-0.0004,0.0002
1789861377.247,0,move,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4833,-1.9724,-0.0004,0.0002
1789861377.353,0,move,-0.1265,-0.5400,0.7200,0.0013,-0.0016,-0.0056,1.4772,-1.9641,-0.0002,0.0002
1789861377.454,0,move,-0.0821,-0.5400,0.7200,0.0000,-0.0004,-0.0167,1.4562,-1.9356,-0.0000,0.0001
1789861377.554,0,move,-0.0539,-0.5400,0.7200,-0.0005,-0.0004,-0.0237,1.4192,-1.8874,0.0001,0.0000
1789861377.674,0,move,-0.0321,-0.5400,0.7200,0.0000,-0.0004,-0.0292,1.3568,-1.8064,-0.0000,0.0001
1789861377.784,0,move,-0.0231,-0.5400,0.7200,0.0006,-0.0007,-0.0314,1.3137,-1.7499,-0.0001,0.0001
1789861377.893,0,move,-0.0129,-0.5400,0.7200,-0.0000,0.0003,-0.0339,1.2378,-1.6484,0.0000,-0.0000
1789861377.993,0,move,-0.0093,-0.5400,0.7200,0.0003,-0.0000,-0.0348,1.1942,-1.5919,-0.0000,0.0000
1789861378.094,0,move,-0.0053,-0.5400,0.7200,0.0001,0.0001,-0.0359,1.1302,-1.5061,-0.0000,-0.0000
1789861378.214,0,move,-0.0032,-0.5400,0.7200,0.0005,-0.0000,-0.0364,1.0648,-1.4203,-0.0001,0.0000
1789861378.314,0,move,-0.0022,-0.5400,0.7200,0.0010,0.0003,-0.0366,1.0210,-1.3628,-0.0001,-0.0000
