t,episode,state,cmd_base_yaw,cmd_shoulder_pitch,cmd_elbow_pitch,cmd_head_pan,cmd_head_tilt,q_base_yaw,q_shoulder_pitch,q_elbow_pitch,q_head_pan,q_head_tilt
1789940310.873,0,wait_data,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4834,-1.9725,-0.0001,0.0002
1789940311.059,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4834,-1.9725,-0.0003,0.0003
1789940311.173,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4834,-1.9725,-0.0004,0.0003
1789940311.273,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4834,-1.9724,-0.0005,0.0002
1789940311.373,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4831,-1.9723,-0.0003,0.0001
1789940311.474,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4830,-1.9723,-0.0002,-0.0001
1789940311.593,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4830,-1.9722,-0.0001,-0.0001
1789940311.699,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,1.4831,-1.9723,-0.0001,0.0000
1789940311.815,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4832,-1.9721,-0.0000,0.0002
1789940311.916,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4832,-1.9721,0.0001,0.0003
1789940312.016,0,look,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,1.4832,-1.9721,0.0003,0.0003
1789940312.133,0,move,0.3803,-0.5400,0.7200,-0.0023,-0.0015,0.0019,1.4814,-1.9697,0.0003,0.0002
1789940312.253,0,move,0.3145,-0.5400,0.7200,-0.0011,-0.0003,0.0217,1.4619,-1.9436,0.0001,0.0000
1789940312.372,0,move,0.1904,-0.5400,0.7200,-0.0003,0.0001,0.0527,1.4208,-1.8901,0.0000,-0.0000
1789940312.493,0,move,0.1101,-0.5400,0.7200,-0.0001,-0.0004,0.0728,1.3590,-1.8061,0.0000,0.0001
1789940312.616,0,move,0.0777,-0.5400,0.7200,-0.0006,0.0002,0.0809,1.3170,-1.7496,0.0001,-0.0000
1789940312.719,0,move,0.0455,-0.5400,0.7200,-0.0006,-0.0006,0.0889,1.2536,-1.6639,0.0001,0.0001
1789940312.833,0,move,0.0261,-0.5400,0.7200,0.0003,0.0000,0.0938,1.1904,-1.5736,-0.0000,-0.0000
1789940312.933,0,move,0.0187,-0.5400,0.7200,-0.0003,-0.0003,0.0956,1.1478,-1.5154,0.0000,0.0000
1789940313.054,0,move,0.0110,-0.5400,0.7200,-0.0004,0.0006,0.0976,1.0719,-1.4124,0.0000,-0.0001
1789940313.172,0,move,0.0068,-0.5400,0.7200,0.0001,0.0003,0.0986,1.0071,-1.3237,-0.0000,-0.0000
1789940313.273,0,move,0.0050,-0.5400,0.7200,0.0010,0.0002,0.0991,0.9637,-1.2647,-0.0001,-0.0000
1789940313.401,0,move,0.0026,-0.5400,0.7200,-0.0001,0.0006,0.0997,0.8878,-1.1655,0.0000,-0.0001
1789940313.514,0,move,0.0011,-0.5400,0.6868,0.0003,-0.0002,0.1000,0.8230,-1.0784,-0.0000,0.0000
1789940313.634,0,move,-0.0004,-0.5400,0.5682,-0.0010,0.0001,0.1004,0.7570,-1.0025,0.0001,-0.0000
